,sex,jbstatus,age,tenure,ethnicity,ManMot1,ManMot2,ManMot3,ManMot4,ocb1,ocb2,ocb3,ocb4,aut1,aut2,aut3,Justice1,Justice2,Justice3,JobSat1,JobSat2,Quit1,Quit2,Quit3,Man1,Man2,Man3,Eng1,Eng2,Eng3,Eng4,pos1,pos2,pos3
682,female,permanent,41-45,0.1,White British,strongly agree,strongly agree,agree,agree,I frequently do this,I frequently do this,I sometimes do this,I never do this,agree,neither,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,neither,agree,agree,agree,neither,neither,neither
683,female,permanent,51-55,2.5,White British,disagree,disagree,strongly disagree,disagree,I frequently do this,I frequently do this,I frequently do this,I frequently do this,disagree,disagree,strongly disagree,disagree,strongly disagree,disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,disagree,disagree,strongly disagree,agree,agree,agree,agree,disagree,disagree,disagree
684,male,permanent,41-45,10.0,White - Other,agree,strongly agree,strongly agree,strongly agree,I sometimes do this,I sometimes do this,I sometimes do this,I frequently do this,neither,agree,neither,disagree,disagree,neither,agree,agree,strongly disagree,agree,neither,agree,neither,neither,agree,agree,neither,agree,neither,agree,neither
685,male,permanent,51-55,7.0,White British,strongly disagree,agree,strongly disagree,strongly disagree,I always do this,I always do this,I always do this,I always do this,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,neither,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,neither,disagree,disagree,disagree
686,female,permanent,56 +,3.4,White British,strongly agree,strongly agree,strongly agree,strongly agree,I frequently do this,I sometimes do this,I sometimes do this,I frequently do this,neither,neither,agree,disagree,neither,neither,agree,agree,neither,disagree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
687,female,permanent,46-50,4.0,White British,agree,agree,agree,agree,I always do this,I frequently do this,I frequently do this,I sometimes do this,agree,neither,agree,neither,neither,disagree,neither,neither,disagree,disagree,disagree,neither,neither,neither,disagree,neither,neither,neither,neither,neither,neither
688,female,permanent,20-25,1.0,White British,disagree,agree,neither,disagree,I frequently do this,I frequently do this,I sometimes do this,I occasionally do this,disagree,disagree,disagree,agree,agree,agree,strongly disagree,disagree,agree,agree,agree,agree,agree,disagree,agree,agree,neither,disagree,disagree,disagree,disagree
689,female,permanent,51-55,15.0,White British,disagree,agree,disagree,neither,I frequently do this,I frequently do this,I frequently do this,I frequently do this,agree,agree,agree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,agree,agree,agree,neither,neither,neither,neither,disagree,disagree,disagree
690,female,permanent,46-50,2.5,White British,agree,strongly agree,agree,agree,I always do this,I frequently do this,I sometimes do this,I sometimes do this,agree,disagree,disagree,disagree,disagree,disagree,agree,agree,disagree,agree,neither,neither,neither,neither,neither,agree,agree,neither,neither,disagree,disagree
691,female,permanent,51-55,2.0,White British,agree,strongly agree,agree,agree,I always do this,I always do this,I frequently do this,I occasionally do this,agree,agree,agree,disagree,disagree,disagree,agree,agree,neither,neither,neither,,,,neither,neither,neither,neither,disagree,agree,disagree
692,female,permanent,41-45,17.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I sometimes do this,I sometimes do this,I sometimes do this,I sometimes do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,neither,agree,agree,agree,neither,neither,neither
693,female,permanent,31-35,7.0,White British,neither,agree,neither,agree,I always do this,I sometimes do this,I sometimes do this,I never do this,neither,neither,agree,neither,neither,neither,agree,agree,strongly disagree,strongly disagree,disagree,neither,neither,neither,agree,neither,neither,agree,neither,neither,neither
694,female,permanent,41-45,7.0,White British,neither,agree,agree,agree,I frequently do this,I always do this,I frequently do this,I frequently do this,agree,neither,agree,neither,neither,disagree,neither,neither,neither,neither,neither,neither,neither,neither,agree,neither,neither,neither,neither,neither,neither
695,female,permanent,36-40,2.0,White - Other,agree,agree,neither,agree,I occasionally do this,I occasionally do this,I occasionally do this,I occasionally do this,agree,agree,neither,disagree,disagree,strongly disagree,neither,neither,neither,agree,agree,disagree,strongly disagree,strongly disagree,agree,agree,neither,neither,strongly disagree,strongly disagree,strongly disagree
696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,female,permanent,46-50,5.0,White British,agree,agree,neither,neither,I always do this,I always do this,I always do this,I always do this,agree,neither,agree,neither,neither,strongly disagree,neither,neither,neither,disagree,neither,neither,strongly disagree,neither,agree,neither,neither,agree,disagree,disagree,neither
698,female,permanent,46-50,0.1,White British,neither,strongly agree,agree,agree,I always do this,I frequently do this,I always do this,I sometimes do this,strongly agree,strongly agree,strongly agree,neither,neither,disagree,agree,agree,disagree,strongly disagree,disagree,neither,neither,neither,agree,neither,neither,agree,neither,neither,neither
699,female,permanent,26-30,2.5,White British,agree,strongly agree,agree,strongly agree,I always do this,I sometimes do this,I sometimes do this,I sometimes do this,agree,agree,agree,neither,neither,neither,strongly agree,agree,disagree,neither,disagree,agree,agree,agree,disagree,agree,agree,agree,neither,neither,neither
700,male,permanent,46-50,0.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I frequently do this,I sometimes do this,I sometimes do this,I sometimes do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,strongly disagree,disagree,agree,agree,agree,neither,agree,neither,neither,neither,agree,neither
701,female,permanent,41-45,4.0,White British,neither,agree,neither,neither,I frequently do this,I frequently do this,I frequently do this,I frequently do this,agree,agree,agree,neither,neither,agree,agree,agree,neither,neither,neither,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree
702,female,permanent,51-55,,White British,agree,agree,agree,strongly agree,I always do this,I always do this,I always do this,I always do this,agree,agree,agree,,,,agree,,disagree,disagree,disagree,agree,agree,disagree,agree,agree,agree,agree,disagree,disagree,disagree
703,female,permanent,41-45,14.0,White British,strongly agree,strongly agree,strongly agree,agree,I frequently do this,I frequently do this,I frequently do this,I frequently do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,agree,agree,strongly disagree,strongly disagree,strongly disagree,neither,neither,neither,agree,agree,agree,agree,neither,neither,neither
704,male,permanent,46-50,4.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I occasionally do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,neither,neither,neither,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,disagree
705,female,permanent,26-30,2.0,White British,agree,agree,neither,agree,I always do this,I frequently do this,I sometimes do this,I frequently do this,agree,agree,agree,neither,neither,neither,strongly agree,strongly agree,disagree,disagree,disagree,neither,disagree,neither,agree,agree,agree,agree,neither,neither,neither
706,female,permanent,56 +,17.0,White British,neither,agree,neither,neither,I sometimes do this,I occasionally do this,I occasionally do this,I sometimes do this,agree,agree,neither,neither,neither,disagree,disagree,neither,neither,agree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
707,female,permanent,41-45,20.0,White British,agree,agree,agree,agree,I sometimes do this,I sometimes do this,I occasionally do this,I sometimes do this,neither,disagree,neither,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,neither,disagree,neither
708,male,permanent,26-30,,White British,agree,neither,agree,agree,I sometimes do this,I sometimes do this,I occasionally do this,I sometimes do this,neither,agree,neither,agree,neither,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,neither,agree,agree,neither,agree,neither,agree
709,female,permanent,36-40,5.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I sometimes do this,I sometimes do this,I occasionally do this,I occasionally do this,strongly agree,strongly agree,strongly agree,neither,neither,disagree,agree,neither,disagree,disagree,disagree,disagree,neither,neither,agree,neither,neither,neither,agree,neither,neither
710,female,permanent,20-25,1.0,White British,neither,neither,disagree,neither,I frequently do this,I frequently do this,I sometimes do this,I frequently do this,agree,neither,neither,neither,neither,neither,agree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
711,male,permanent,31-35,4.0,White British,neither,agree,neither,disagree,I always do this,I never do this,I never do this,I never do this,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
712,male,permanent,20-25,0.3,Black - African,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I frequently do this,I sometimes do this,I occasionally do this,neither,neither,neither,agree,neither,neither,strongly agree,agree,neither,neither,neither,strongly agree,strongly agree,agree,neither,agree,agree,agree,neither,neither,neither
713,female,permanent,41-45,5.0,White British,neither,agree,disagree,disagree,I always do this,I always do this,I occasionally do this,I occasionally do this,strongly agree,strongly agree,strongly agree,disagree,disagree,strongly disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,neither,agree,neither,neither,neither
714,male,permanent,56 +,3.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I sometimes do this,I sometimes do this,neither,neither,agree,neither,agree,neither,agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,agree,agree,agree,strongly agree,strongly agree,strongly agree,agree,agree,agree
715,female,permanent,26-30,1.0,White British,neither,agree,neither,neither,I frequently do this,I sometimes do this,I frequently do this,I frequently do this,strongly agree,strongly agree,strongly agree,disagree,disagree,disagree,strongly agree,strongly agree,disagree,disagree,disagree,neither,neither,neither,neither,strongly agree,agree,neither,neither,agree,neither
716,female,permanent,41-45,1.0,White - Other,disagree,disagree,neither,disagree,I sometimes do this,I never do this,I never do this,I never do this,agree,agree,agree,neither,neither,disagree,strongly agree,neither,neither,neither,agree,disagree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,strongly disagree,disagree,strongly disagree
717,female,permanent,51-55,0.25,White British,agree,strongly agree,strongly agree,strongly agree,I frequently do this,I frequently do this,I frequently do this,I never do this,agree,neither,neither,agree,neither,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,neither,neither,neither,neither,agree,neither,neither
718,female,permanent,41-45,10.0,Black - African,strongly agree,strongly agree,agree,agree,I always do this,I frequently do this,I frequently do this,I never do this,agree,neither,disagree,neither,neither,neither,agree,agree,agree,,agree,disagree,disagree,disagree,neither,neither,neither,agree,disagree,disagree,disagree
719,female,permanent,36-40,2.0,White British,agree,agree,agree,agree,I always do this,I occasionally do this,I sometimes do this,I never do this,neither,neither,neither,neither,neither,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,neither,neither,neither,neither,disagree,disagree,disagree
720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,female,permanent,46-50,0.5,White British,agree,strongly agree,agree,neither,I always do this,I always do this,I always do this,I always do this,strongly agree,agree,agree,disagree,disagree,strongly disagree,agree,agree,neither,neither,neither,disagree,disagree,disagree,neither,agree,agree,agree,disagree,disagree,strongly disagree
722,female,permanent,51-55,2.5,White British,agree,agree,strongly agree,strongly agree,I sometimes do this,I sometimes do this,I sometimes do this,I sometimes do this,neither,neither,neither,neither,disagree,neither,agree,disagree,,agree,,agree,neither,neither,agree,agree,neither,disagree,strongly disagree,strongly disagree,strongly disagree
723,female,permanent,46-50,3.0,Mixed - White and Asian,strongly agree,strongly agree,strongly disagree,strongly disagree,I never do this,I always do this,I always do this,I never do this,neither,neither,neither,neither,neither,neither,neither,neither,agree,agree,agree,neither,neither,neither,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree
724,female,permanent,31-35,2.0,Mixed other,disagree,disagree,strongly disagree,neither,I sometimes do this,I occasionally do this,I occasionally do this,I occasionally do this,agree,disagree,agree,strongly disagree,strongly disagree,strongly disagree,neither,disagree,neither,neither,agree,neither,disagree,disagree,disagree,neither,disagree,disagree,disagree,disagree,disagree
725,female,permanent,36-40,7.0,White British,disagree,disagree,disagree,disagree,I sometimes do this,I occasionally do this,I occasionally do this,I never do this,strongly agree,neither,agree,strongly disagree,strongly disagree,disagree,neither,disagree,neither,neither,neither,disagree,strongly disagree,disagree,neither,neither,disagree,neither,disagree,neither,neither
726,male,permanent,36-40,3.0,,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I frequently do this,I frequently do this,I always do this,strongly agree,strongly agree,strongly agree,agree,agree,agree,agree,agree,neither,agree,neither,neither,neither,neither,agree,agree,agree,agree,disagree,disagree,disagree
727,female,permanent,36-40,2.6,White British,neither,disagree,neither,neither,I always do this,I frequently do this,I sometimes do this,I always do this,strongly agree,agree,strongly agree,neither,agree,disagree,agree,agree,agree,agree,agree,neither,strongly disagree,disagree,disagree,disagree,disagree,disagree,neither,neither,neither
728,female,permanent,36-40,0.2,White British,agree,strongly agree,agree,agree,I sometimes do this,I sometimes do this,I sometimes do this,I sometimes do this,neither,disagree,neither,neither,neither,disagree,strongly disagree,disagree,neither,agree,neither,agree,disagree,neither,neither,agree,agree,neither,disagree,agree,agree
729,female,permanent,36-40,8.0,White British,agree,strongly agree,agree,agree,I frequently do this,I frequently do this,I frequently do this,I frequently do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,neither,agree,agree,neither,neither,neither,neither
730,female,permanent,36-40,2.0,White British,agree,agree,agree,agree,I sometimes do this,I sometimes do this,I sometimes do this,I frequently do this,neither,neither,neither,disagree,neither,disagree,strongly agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,neither,agree,agree,agree,agree,agree
731,male,permanent,51-55,17.0,White - Other,strongly disagree,disagree,strongly disagree,strongly disagree,I always do this,I frequently do this,I occasionally do this,I always do this,strongly agree,agree,agree,strongly disagree,strongly disagree,strongly disagree,neither,agree,strongly agree,strongly agree,neither,disagree,neither,neither,neither,agree,agree,agree,disagree,strongly disagree,strongly disagree
732,male,permanent,51-55,16.0,White British,disagree,neither,disagree,neither,I frequently do this,I sometimes do this,I occasionally do this,I frequently do this,agree,agree,strongly agree,neither,disagree,disagree,agree,agree,disagree,disagree,disagree,neither,disagree,disagree,agree,strongly agree,strongly agree,agree,neither,neither,disagree
733,male,permanent,20-25,0.5,Black Other,neither,agree,strongly disagree,disagree,I sometimes do this,I always do this,I sometimes do this,I never do this,agree,neither,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
734,female,fixed term,46-50,0.75,White British,neither,neither,disagree,strongly disagree,I sometimes do this,I sometimes do this,I frequently do this,I occasionally do this,neither,neither,neither,disagree,disagree,neither,strongly agree,agree,agree,agree,strongly agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,strongly disagree,strongly disagree
735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,female,permanent,36-40,0.5,White British,disagree,neither,neither,disagree,I frequently do this,I frequently do this,I frequently do this,I sometimes do this,agree,neither,disagree,neither,disagree,disagree,neither,disagree,disagree,disagree,disagree,agree,agree,agree,disagree,disagree,disagree,disagree,neither,neither,neither
737,female,permanent,56 +,3.0,White British,,agree,,,I sometimes do this,I always do this,I sometimes do this,,,,neither,,,,strongly agree,strongly agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,,,
738,female,permanent,31-35,2.0,White British,agree,neither,disagree,disagree,I always do this,I frequently do this,I frequently do this,I frequently do this,strongly agree,agree,agree,strongly disagree,disagree,disagree,agree,agree,agree,agree,agree,neither,neither,neither,disagree,disagree,disagree,disagree,disagree,disagree,disagree
739,female,permanent,46-50,2.0,White British,agree,agree,agree,agree,I sometimes do this,I sometimes do this,I sometimes do this,I sometimes do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,neither,neither,neither,neither,neither,neither,neither
740,male,permanent,51-55,0.5,White British,agree,strongly agree,agree,agree,I always do this,I frequently do this,I frequently do this,I never do this,agree,agree,agree,neither,neither,neither,agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,strongly agree,strongly agree,agree,agree,neither,neither
741,female,permanent,26-30,1.3,White British,strongly agree,strongly agree,strongly agree,strongly agree,I frequently do this,I frequently do this,I frequently do this,I occasionally do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,neither,disagree,,,,agree,neither,neither,neither,disagree,neither,neither
742,female,permanent,31-35,4.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I frequently do this,I frequently do this,I sometimes do this,agree,agree,agree,neither,neither,neither,agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,neither,agree,agree,neither,agree
743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,male,permanent,26-30,2.0,White British,strongly disagree,strongly agree,strongly disagree,strongly agree,I frequently do this,I frequently do this,I sometimes do this,I always do this,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,neither,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree
745,female,permanent,20-25,2.0,White British,strongly disagree,neither,disagree,neither,I always do this,I frequently do this,I frequently do this,I never do this,strongly agree,agree,agree,agree,agree,disagree,agree,neither,agree,disagree,agree,agree,agree,agree,strongly agree,agree,agree,agree,agree,agree,neither
746,female,permanent,36-40,0.5,White British,strongly agree,strongly agree,agree,strongly agree,I frequently do this,I occasionally do this,I never do this,I never do this,agree,agree,agree,neither,neither,neither,agree,agree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,disagree,disagree,disagree
747,female,permanent,20-25,0.1,White British,agree,strongly agree,agree,agree,I frequently do this,I frequently do this,I frequently do this,I sometimes do this,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,neither,agree,neither,neither,agree,agree,agree,agree,neither,agree
748,male,permanent,36-40,3.0,White British,disagree,neither,disagree,neither,I frequently do this,I frequently do this,I frequently do this,I occasionally do this,disagree,neither,neither,disagree,disagree,neither,agree,disagree,agree,strongly agree,agree,neither,neither,neither,agree,agree,neither,agree,disagree,neither,disagree
749,female,permanent,51-55,2.0,White British,disagree,disagree,disagree,neither,I occasionally do this,I occasionally do this,I occasionally do this,I never do this,agree,agree,neither,neither,neither,neither,neither,neither,disagree,disagree,disagree,agree,agree,agree,neither,neither,neither,neither,neither,neither,neither
750,female,permanent,56 +,1.5,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I sometimes do this,I sometimes do this,I always do this,agree,agree,agree,neither,disagree,strongly disagree,neither,strongly disagree,disagree,disagree,strongly disagree,agree,agree,agree,neither,neither,neither,neither,strongly disagree,disagree,disagree
751,female,permanent,26-30,4.5,White British,neither,neither,neither,neither,I always do this,I always do this,I always do this,I never do this,agree,neither,agree,neither,neither,neither,agree,agree,strongly disagree,strongly disagree,strongly disagree,neither,neither,neither,agree,neither,agree,agree,neither,neither,agree
752,female,permanent,51-55,16.0,Asian - Other,disagree,,neither,neither,I always do this,I always do this,I always do this,I never do this,disagree,disagree,strongly disagree,disagree,disagree,strongly disagree,agree,disagree,strongly disagree,disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,agree,disagree
753,female,permanent,31-35,6.0,White British,agree,strongly agree,agree,strongly agree,I occasionally do this,I sometimes do this,I occasionally do this,I never do this,agree,disagree,neither,agree,agree,agree,agree,agree,disagree,disagree,disagree,strongly agree,strongly agree,strongly agree,neither,agree,neither,neither,agree,neither,neither
754,male,permanent,20-25,1.0,White British,neither,agree,agree,agree,I sometimes do this,I occasionally do this,I never do this,I occasionally do this,disagree,neither,disagree,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,disagree,disagree,neither,disagree,neither,neither,neither
755,male,permanent,31-35,1.5,White British,agree,strongly agree,agree,strongly agree,I always do this,I frequently do this,I always do this,I always do this,agree,agree,strongly agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,strongly agree,agree,strongly agree,agree,neither,neither
756,female,permanent,31-35,4.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I frequently do this,I frequently do this,I sometimes do this,agree,agree,agree,neither,neither,disagree,agree,strongly agree,neither,disagree,disagree,disagree,neither,disagree,agree,neither,neither,neither,neither,neither,neither
757,female,permanent,46-50,4.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I frequently do this,strongly agree,agree,strongly agree,neither,neither,disagree,agree,agree,neither,neither,neither,neither,neither,neither,disagree,disagree,disagree,disagree,neither,neither,neither
758,male,permanent,41-45,4.0,White British,disagree,agree,neither,neither,I frequently do this,I sometimes do this,I sometimes do this,I always do this,neither,neither,neither,strongly disagree,strongly disagree,strongly disagree,neither,disagree,strongly disagree,strongly disagree,strongly disagree,agree,disagree,agree,strongly agree,strongly agree,strongly agree,strongly agree,neither,neither,neither
759,female,permanent,41-45,13.0,White British,agree,strongly agree,agree,agree,I always do this,I always do this,I always do this,I always do this,strongly agree,agree,strongly agree,agree,agree,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,neither,agree,agree,agree,neither,neither,neither
760,female,permanent,51-55,19.0,White British,strongly agree,strongly agree,agree,strongly agree,I always do this,I always do this,I always do this,I occasionally do this,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,neither,strongly agree,neither,agree,neither,,neither
761,female,temporary,31-35,0.7,White British,strongly agree,strongly agree,strongly agree,strongly agree,I occasionally do this,,,I occasionally do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree
762,female,permanent,46-50,15.0,Other - Chinese,strongly disagree,disagree,strongly disagree,strongly disagree,I always do this,I frequently do this,I occasionally do this,I never do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,neither,strongly disagree,strongly agree,strongly agree,strongly agree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
763,female,permanent,36-40,2.0,White British,agree,strongly agree,agree,agree,I frequently do this,I sometimes do this,I sometimes do this,I never do this,neither,disagree,disagree,disagree,disagree,strongly disagree,agree,neither,agree,agree,agree,agree,agree,agree,neither,neither,agree,neither,neither,neither,disagree
764,male,permanent,20-25,6.0,White British,neither,neither,neither,neither,I sometimes do this,I sometimes do this,I sometimes do this,I never do this,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,female,permanent,36-40,6.0,White British,agree,strongly agree,agree,agree,I frequently do this,I frequently do this,I sometimes do this,I sometimes do this,agree,agree,agree,neither,neither,disagree,agree,agree,disagree,disagree,disagree,,,,disagree,disagree,disagree,disagree,neither,neither,neither
767,female,permanent,20-25,0.5,White British,agree,strongly agree,agree,strongly agree,I occasionally do this,I occasionally do this,I occasionally do this,I occasionally do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,disagree,agree,neither,neither,agree,agree,neither
768,female,permanent,,1.0,White British,agree,agree,agree,agree,I sometimes do this,I occasionally do this,I never do this,I never do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,agree,agree,neither,agree,neither,disagree,disagree
769,male,permanent,56 +,5.0,White British,agree,strongly agree,agree,agree,I sometimes do this,I sometimes do this,I sometimes do this,I sometimes do this,agree,neither,neither,neither,neither,neither,agree,agree,disagree,disagree,disagree,agree,agree,agree,neither,agree,agree,agree,neither,disagree,neither
770,female,permanent,51-55,10.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I occasionally do this,I never do this,I never do this,I never do this,strongly agree,agree,agree,agree,neither,neither,agree,agree,disagree,strongly disagree,disagree,neither,neither,neither,neither,neither,agree,neither,strongly agree,agree,neither
771,female,permanent,56 +,23.0,White British,strongly agree,agree,strongly agree,strongly agree,I always do this,I sometimes do this,I sometimes do this,I occasionally do this,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
772,female,permanent,31-35,4.0,White British,neither,agree,neither,neither,I frequently do this,I sometimes do this,I sometimes do this,I occasionally do this,disagree,disagree,disagree,disagree,disagree,disagree,strongly disagree,disagree,agree,agree,agree,disagree,disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,disagree,disagree
773,male,permanent,31-35,2.0,White British,neither,strongly agree,agree,neither,I sometimes do this,I frequently do this,I frequently do this,I never do this,agree,agree,agree,neither,neither,neither,strongly agree,agree,strongly disagree,strongly disagree,strongly disagree,neither,neither,neither,neither,agree,agree,neither,disagree,disagree,disagree
774,male,permanent,51-55,16.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I frequently do this,I frequently do this,I always do this,agree,agree,agree,agree,neither,neither,agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,neither,neither,neither
775,female,permanent,46-50,,White British,neither,neither,neither,neither,I always do this,I always do this,I always do this,I frequently do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,neither,neither,disagree,agree,neither,agree,agree,agree,agree,agree,agree,agree,neither,neither,neither
776,female,permanent,31-35,5.0,White British,disagree,neither,neither,disagree,I frequently do this,I frequently do this,I sometimes do this,I never do this,neither,neither,agree,disagree,disagree,neither,agree,disagree,neither,neither,disagree,neither,disagree,disagree,disagree,neither,neither,neither,disagree,disagree,disagree
777,male,permanent,41-45,10.0,White British,neither,neither,neither,neither,I always do this,I frequently do this,I frequently do this,I always do this,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,strongly agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,neither,neither
778,male,permanent,56 +,27.0,White British,neither,neither,neither,neither,I frequently do this,I sometimes do this,I occasionally do this,I occasionally do this,,,,,,,,,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neither
779,female,permanent,36-40,3.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I sometimes do this,I frequently do this,agree,agree,agree,agree,agree,agree,strongly agree,agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,agree,strongly agree,agree,agree,agree,neither,neither
780,female,permanent,20-25,0.9,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I frequently do this,I frequently do this,I always do this,agree,agree,neither,neither,neither,neither,agree,agree,strongly disagree,strongly disagree,strongly disagree,neither,neither,neither,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,agree
781,male,permanent,36-40,3.0,White British,disagree,agree,neither,neither,I sometimes do this,I sometimes do this,I always do this,I frequently do this,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,disagree,disagree,disagree,agree,neither,neither,strongly agree,strongly agree,strongly agree,strongly agree,agree,neither,neither
782,female,permanent,56 +,6.0,White British,neither,neither,neither,agree,I frequently do this,I sometimes do this,I sometimes do this,I never do this,strongly agree,strongly agree,agree,neither,neither,disagree,agree,neither,neither,disagree,neither,agree,neither,neither,agree,disagree,neither,strongly disagree,strongly disagree,strongly agree,strongly agree
783,female,permanent,36-40,0.5,White British,strongly agree,agree,neither,neither,I sometimes do this,I frequently do this,I sometimes do this,I never do this,strongly agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,neither,neither,neither,neither,neither,neither,neither,neither
